0	26
0	57
0	68
0	94
0	117
0	129
0	139
0	180
0	207
0	362
0	396
0	435
0	489
0	491
0	545
0	708
0	772
0	823
0	847
0	873
0	877
0	925
0	937
0	981
0	1055
0	1085
0	1101
0	1106
0	1222
0	1402
0	1568
0	1573
0	1576
0	1810
0	1952
0	1998
0	2248
0	2272
0	2301
0	2311
0	2398
0	2679
0	2680
0	2695
0	2700
0	2709
0	2717
0	2741
0	3085
0	3113
0	3114
0	3183
0	3336
0	3352
0	3493
0	3744
0	3988
0	4000
0	4004
0	4251
0	4268
0	4278
0	4382
0	4472
0	4571
0	4589
0	4704
0	4771
0	5045
0	5072
0	5227
0	5351
0	5423
0	5432
0	5436
0	5447
0	5549
0	5627
0	5744
0	5884
0	6149
0	6300
0	6439
0	6487
0	7030
0	7304
0	7541
0	7734
0	7876
0	7921
0	7992
0	8239
0	8325
0	8618
0	8695
0	8946
0	8970
0	9033
0	9056
0	9174
0	9249
0	9264
0	9401
0	9461
0	9752
0	9772
0	10101
0	10146
0	10205
0	10229
0	10307
0	10692
0	10735
0	10867
0	10996
0	11077
0	11216
0	11302
0	11346
0	11492
0	11873
0	12190
0	12194
0	12441
0	12542
0	12924
0	13102
0	13112
0	13192
0	13236
0	13257
0	13288
0	13289
0	13306
0	13352
0	13448
0	13538
0	13600
0	13626
0	13699
0	13801
0	13948
0	14373
0	14818
0	14881
0	15148
0	15251
0	15494
0	15630
0	15741
0	15761
0	15857
0	16202
0	16218
0	16284
0	16458
0	16580
0	16636
0	16777
0	16816
0	16924
0	16940
0	17029
0	17055
0	17162
0	17322
0	17494
0	17701
0	18128
0	18146
0	18266
0	18365
0	18399
0	18485
0	18547
0	18583
0	18584
0	18877
0	18884
0	18899
0	19646
0	19684
0	19945
0	20061
0	20185
0	20299
0	20422
0	20426
0	20439
0	20641
0	20648
0	20698
0	20848
0	20850
0	20871
0	20887
0.166667	13223
0.2	275
0.2	6794
0.2	7182
0.2	9097
0.2	18126
0.25	271
0.25	1316
0.25	2319
0.25	2696
0.25	4568
0.25	10108
0.25	18820
0.25	20807
0.25	20815
0.285714	6657
0.285714	20962
0.3	7152
0.3	7362
0.333333	478
0.333333	1000
0.333333	2748
0.333333	4120
0.333333	4482
0.333333	5263
0.333333	5483
0.333333	5581
0.333333	6145
0.333333	6689
0.333333	8323
0.333333	8637
0.333333	9749
0.333333	10220
0.333333	11331
0.333333	12944
0.333333	13264
0.333333	13334
0.333333	13934
0.333333	14853
0.333333	16298
0.333333	16608
0.333333	16832
0.333333	18344
0.333333	20472
0.333333	20473
0.333333	20794
0.363636	20797
0.37037	20646
0.384615	4210
0.384615	20192
0.4	405
0.4	920
0.4	1025
0.4	1606
0.4	3069
0.4	5526
0.4	7639
0.4	8517
0.4	12463
0.4	13593
0.4	14024
0.4	17140
0.4	17669
0.4	20450
0.421053	20393
0.428571	3593
0.428571	3694
0.428571	7046
0.428571	9818
0.428571	20889
0.444444	6430
0.444444	13701
0.444444	20876
0.454545	8694
0.461538	4094
0.461538	20880
0.466667	11794
0.466667	20302
0.5	35
0.5	98
0.5	137
0.5	220
0.5	315
0.5	371
0.5	595
0.5	644
0.5	1026
0.5	1087
0.5	1218
0.5	1221
0.5	1265
0.5	1283
0.5	1289
0.5	1291
0.5	1305
0.5	1370
0.5	1435
0.5	1495
0.5	1506
0.5	1564
0.5	1604
0.5	1652
0.5	1669
0.5	1735
0.5	1772
0.5	1776
0.5	2005
0.5	2107
0.5	2137
0.5	2281
0.5	2484
0.5	2553
0.5	2601
0.5	2627
0.5	2729
0.5	2779
0.5	2784
0.5	2797
0.5	2808
0.5	2945
0.5	3036
0.5	3115
0.5	3117
0.5	3125
0.5	3143
0.5	3236
0.5	3277
0.5	3337
0.5	3405
0.5	3427
0.5	3535
0.5	3695
0.5	3760
0.5	3971
0.5	4020
0.5	4031
0.5	4214
0.5	4295
0.5	4322
0.5	4342
0.5	4363
0.5	4369
0.5	4547
0.5	4593
0.5	5106
0.5	5337
0.5	5356
0.5	5358
0.5	5523
0.5	5906
0.5	5973
0.5	6027
0.5	6250
0.5	6422
0.5	6452
0.5	6480
0.5	6486
0.5	6528
0.5	6617
0.5	6624
0.5	6681
0.5	6776
0.5	6833
0.5	6843
0.5	6923
0.5	6958
0.5	7081
0.5	7111
0.5	7489
0.5	7499
0.5	7567
0.5	7572
0.5	7638
0.5	7783
0.5	7948
0.5	7964
0.5	8146
0.5	8221
0.5	8603
0.5	8642
0.5	8740
0.5	8813
0.5	9084
0.5	9093
0.5	9113
0.5	9186
0.5	9518
0.5	9623
0.5	9714
0.5	9824
0.5	10121
0.5	10227
0.5	10370
0.5	10485
0.5	10582
0.5	10961
0.5	11306
0.5	11341
0.5	11362
0.5	11467
0.5	11497
0.5	11513
0.5	11991
0.5	12135
0.5	12334
0.5	12375
0.5	12397
0.5	12555
0.5	12890
0.5	12903
0.5	12917
0.5	12939
0.5	12956
0.5	13152
0.5	13267
0.5	13274
0.5	13280
0.5	13384
0.5	13406
0.5	13407
0.5	13923
0.5	14352
0.5	14820
0.5	14828
0.5	14877
0.5	14879
0.5	14882
0.5	15005
0.5	15432
0.5	15475
0.5	15690
0.5	15715
0.5	15740
0.5	15979
0.5	16213
0.5	16439
0.5	16463
0.5	16500
0.5	16501
0.5	16523
0.5	16757
0.5	16823
0.5	16857
0.5	16886
0.5	16960
0.5	16966
0.5	16969
0.5	16998
0.5	17008
0.5	17136
0.5	17220
0.5	17312
0.5	17315
0.5	17358
0.5	17373
0.5	17462
0.5	17513
0.5	17728
0.5	18138
0.5	18143
0.5	18180
0.5	18191
0.5	18412
0.5	18516
0.5	18786
0.5	19217
0.5	19446
0.5	19842
0.5	19900
0.5	20050
0.5	20331
0.5	20608
0.5	20697
0.5	20744
0.5	20749
0.5	20802
0.5	20805
0.5	20870
0.5	20945
0.5	20947
0.5	20985
0.5	20987
0.518519	14305
0.533333	4488
0.533333	20961
0.538462	1297
0.538462	4545
0.538462	17372
0.545455	20116
0.545455	20872
0.555556	1220
0.555556	4911
0.555556	8985
0.555556	10161
0.555556	11717
0.555556	20152
0.5625	6246
0.5625	8452
0.5625	11862
0.5625	19841
0.5625	20462
0.5625	20946
0.571429	849
0.571429	985
0.571429	1759
0.571429	2575
0.571429	5294
0.571429	11220
0.571429	12733
0.571429	13030
0.571429	16384
0.571429	16456
0.571429	17447
0.571429	18608
0.571429	20843
0.578947	276
0.578947	1206
0.583333	2686
0.583333	3946
0.583333	15166
0.583333	17668
0.583333	18140
0.588235	5724
0.588235	11202
0.590909	6402
0.592593	5505
0.6	975
0.6	1003
0.6	1021
0.6	1142
0.6	1363
0.6	1380
0.6	1783
0.6	2111
0.6	2735
0.6	3715
0.6	4958
0.6	5084
0.6	6188
0.6	6451
0.6	6864
0.6	7089
0.6	7133
0.6	11684
0.6	12616
0.6	12669
0.6	13165
0.6	13316
0.6	13512
0.6	14282
0.6	14535
0.6	14914
0.6	15771
0.6	15816
0.6	16080
0.6	16361
0.6	16452
0.6	16711
0.6	16895
0.6	18189
0.6	18484
0.6	18488
0.6	19556
0.608696	3429
0.608696	4201
0.611111	19744
0.615385	1357
0.615385	2104
0.615385	3077
0.615385	3462
0.615385	5134
0.615385	5363
0.615385	19473
0.615385	20066
0.616695	17319
0.619048	10024
0.619048	20847
0.622222	6153
0.625	764
0.625	869
0.625	1037
0.625	1675
0.625	1923
0.625	2071
0.625	3917
0.625	4165
0.625	8175
0.625	10951
0.625	11115
0.625	11865
0.625	13803
0.625	16260
0.625	16815
0.625	17116
0.625	17169
0.625	18182
0.625	19208
0.625	20741
0.631579	3142
0.636364	1050
0.636364	1276
0.636364	1993
0.636364	3947
0.636364	4531
0.636364	4579
0.636364	9189
0.636364	12858
0.636364	12996
0.636364	16362
0.636364	16687
0.636364	18486
0.636364	18861
0.636364	19453
0.636364	19812
0.636364	19813
0.637931	19574
0.642857	1193
0.642857	3442
0.642857	7074
0.642857	11869
0.642857	18390
0.647059	13628
0.65	11927
0.652174	2481
0.652174	18758
0.652174	20800
0.653846	2409
0.653846	3360
0.653846	19891
0.655172	19562
0.65625	19871
0.666667	80
0.666667	299
0.666667	374
0.666667	383
0.666667	406
0.666667	411
0.666667	493
0.666667	606
0.666667	618
0.666667	627
0.666667	634
0.666667	671
0.666667	672
0.666667	691
0.666667	775
0.666667	792
0.666667	815
0.666667	825
0.666667	876
0.666667	916
0.666667	950
0.666667	1007
0.666667	1024
0.666667	1068
0.666667	1094
0.666667	1137
0.666667	1166
